latitude,longitude,image_path,confidence_score,timestamp,bbox
13.829856408279332,121.36244757882191,frame_1156.jpg,0.6906554102897644,2025-06-17 02:34:44.591000+00:00,"[532, 711, 773, 956]"
13.829856408279332,121.36244757882191,frame_1158.jpg,0.6356498599052429,2025-06-17 02:34:44.664000+00:00,"[488, 698, 759, 1007]"
13.829856408279332,121.36244757882191,frame_1160.jpg,0.6545743346214294,2025-06-17 02:34:44.731000+00:00,"[458, 713, 739, 1056]"
13.829856408279332,121.36244757882191,frame_1161.jpg,0.8308309316635132,2025-06-17 02:34:44.764000+00:00,"[454, 729, 742, 1065]"
13.829856408279332,121.36244757882191,frame_1165.jpg,0.7915475964546204,2025-06-17 02:34:44.898000+00:00,"[415, 747, 724, 1066]"
13.829915706259856,121.3615695238786,frame_1377.jpg,0.8244115710258484,2025-06-17 02:34:51.961000+00:00,"[1361, 780, 1421, 817]"
13.829915341450237,121.36145262206782,frame_1381.jpg,0.6757464408874512,2025-06-17 02:34:52.092000+00:00,"[1382, 811, 1447, 856]"
13.82906679993703,121.36733628443602,frame_14.jpg,0.6310892105102539,2025-06-17 02:34:06.523000+00:00,"[654, 709, 868, 892]"
13.829915341450237,121.36145262206782,frame_1403.jpg,0.5624291300773621,2025-06-17 02:34:52.830000+00:00,"[334, 926, 405, 946]"
13.829883408400264,121.3610877431492,frame_1483.jpg,0.6567496657371521,2025-06-17 02:34:55.491000+00:00,"[526, 812, 737, 1035]"
13.829883408400264,121.3610877431492,frame_1483.jpg,0.5153176784515381,2025-06-17 02:34:55.491000+00:00,"[1764, 775, 1835, 821]"
13.829883408400264,121.3610877431492,frame_1484.jpg,0.6385253071784973,2025-06-17 02:34:55.532000+00:00,"[1768, 779, 1849, 826]"
13.82986549797215,121.36095656785334,frame_1508.jpg,0.8515781164169312,2025-06-17 02:34:56.331000+00:00,"[750, 865, 818, 891]"
13.82986549797215,121.36095656785334,frame_1520.jpg,0.8619980216026306,2025-06-17 02:34:56.731000+00:00,"[529, 799, 839, 1076]"
13.82986549797215,121.36095656785334,frame_1522.jpg,0.8379896879196167,2025-06-17 02:34:56.791000+00:00,"[1662, 838, 1748, 919]"
13.82986549797215,121.36095656785334,frame_1522.jpg,0.5716767311096191,2025-06-17 02:34:56.791000+00:00,"[556, 797, 804, 1071]"
13.82986549797215,121.36095656785334,frame_1525.jpg,0.8361283540725708,2025-06-17 02:34:56.892000+00:00,"[1655, 844, 1741, 921]"
13.82986549797215,121.36095656785334,frame_1526.jpg,0.7460280656814575,2025-06-17 02:34:56.931000+00:00,"[1651, 851, 1747, 921]"
13.829838704603196,121.36083336611716,frame_1539.jpg,0.5829012393951416,2025-06-17 02:34:57.363000+00:00,"[1650, 832, 1743, 913]"
13.829838704603196,121.36083336611716,frame_1541.jpg,0.9606112837791443,2025-06-17 02:34:57.431000+00:00,"[1648, 841, 1752, 913]"
13.829838704603196,121.36083336611716,frame_1543.jpg,0.9619976282119751,2025-06-17 02:34:57.497000+00:00,"[1652, 827, 1741, 908]"
13.829838704603196,121.36083336611716,frame_1554.jpg,0.7930813431739807,2025-06-17 02:34:57.861000+00:00,"[1622, 832, 1734, 913]"
13.829838704603196,121.36083336611716,frame_1557.jpg,0.9890351891517639,2025-06-17 02:34:57.961000+00:00,"[1635, 829, 1740, 909]"
